15,1,20,1,1,1,1,9,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,33,30,27,32
15,2,40,1,1,2,1,9,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,33,20,25,27
15,3,60,1,1,3,1,9,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,28,25,22,28
15,4,80,1,1,4,2,9,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,34,32,30,31
15,5,100,1,1,6,2,9,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,35,32,33,31
15,6,120,1,1,6,3,9,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,34,34,35,36
15,7,140,1,1,7,3,9,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,30,34,35,34
15,8,160,1,1,7,4,9,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,30,33,31,31
15,9,180,1,1,8,4,9,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,31,30,31,32
15,10,200,1,1,10,5,9,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,35,35,34,36
15,1,20,1,2,1,1,9,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,33,30,27,32
15,2,40,1,2,2,1,9,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,33,20,25,27
15,3,60,1,2,3,1,9,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,28,25,22,28
15,4,80,1,2,4,2,9,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,34,32,30,31
15,5,100,1,2,6,2,9,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,35,32,33,31
15,6,120,1,2,6,3,9,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,34,34,35,36
15,7,140,1,2,7,3,9,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,30,34,35,34
15,8,160,1,2,7,4,9,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,30,33,31,31
15,9,180,1,2,8,4,9,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,31,30,31,32
15,10,200,1,2,10,5,9,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,35,35,34,36
15,6,120,2,1,6,3,9,1,0,1,1,1,1,1,1,1,1,2,0,1,0,1,1,34,34,35,36
15,7,140,2,1,7,3,9,1,0,1,1,1,1,1,1,1,1,3,0,1,0,1,1,30,34,35,34
15,8,160,2,1,7,4,9,1,0,1,1,1,1,1,1,1,1,3,0,1,0,1,1,30,33,31,31
15,9,180,2,1,8,4,9,1,0,1,1,1,1,1,1,1,1,4,0,1,0,1,1,31,30,31,32
15,10,200,2,1,10,5,9,1,0,1,1,1,1,1,1,1,1,4,0,1,0,1,1,35,35,34,36
15,6,120,2,2,6,3,9,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,34,34,35,36
15,7,140,2,2,7,3,9,1,0,1,1,1,1,1,1,1,1,2,0,1,0,1,1,30,34,35,34
15,8,160,2,2,7,4,9,1,0,1,1,1,1,1,1,1,1,3,0,1,0,1,1,30,33,31,31
15,9,180,2,2,8,4,9,1,0,1,1,1,1,1,1,1,1,4,0,1,0,1,1,31,30,31,32
15,10,200,2,2,10,5,9,1,0,1,1,1,1,1,1,1,1,5,0,1,0,1,1,35,35,34,36
15,6,120,3,1,6,3,9,1,0,1,1,1,1,1,1,1,1,2,0,1,0,1,1,34,34,35,36
15,7,140,3,1,7,3,9,1,0,1,1,1,1,1,1,1,1,3,0,1,0,1,1,30,34,35,34
15,8,160,3,1,7,4,9,1,0,1,1,1,1,1,1,1,1,3,0,1,0,1,1,30,33,31,31
15,9,180,3,1,8,4,9,1,0,1,1,1,1,1,1,1,1,4,0,1,0,1,1,31,30,31,32
15,10,200,3,1,10,5,9,1,0,1,1,1,1,1,1,1,1,4,0,1,0,1,1,35,35,34,36
15,6,120,3,2,6,3,9,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,34,34,35,36
15,7,140,3,2,7,3,9,1,0,1,1,1,1,1,1,1,1,2,0,1,0,1,1,30,34,35,34
15,8,160,3,2,7,4,9,1,0,1,1,1,1,1,1,1,1,3,0,1,0,1,1,30,33,31,31
15,9,180,3,2,8,4,9,1,0,1,1,1,1,1,1,1,1,4,0,1,0,1,1,31,30,31,32
