2,14,322,1,2,6,3,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,33,30,27,32
2,2,46,1,2,3,3,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,33,20,25,27
2,2,46,1,1,2,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,28,25,22,28
2,3,69,1,2,3,3,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,34,32,30,31
2,3,69,1,2,4,3,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,35,32,33,31
2,3,69,1,2,4,4,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,34,34,35,36
2,3,69,1,1,3,3,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,30,34,35,34
2,4,92,1,1,4,4,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,30,33,31,31
2,4,92,1,1,4,3,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,31,30,31,32
2,4,92,1,2,6,3,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,35,35,34,36
2,4,92,1,2,6,4,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,34,34,35,34
2,4,92,1,2,5,3,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,36,38,35,36
2,5,115,1,2,5,3,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,37,34,36,38
2,5,115,1,2,5,4,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,38,38,34,40
2,5,115,1,2,4,4,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,35,38,32,34
2,5,115,1,2,4,3,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,34,34,35,34
2,5,115,1,1,4,3,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,31,30,30,31
2,5,115,1,1,3,2,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,30,30,32,34
2,6,138,1,1,5,4,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,32,34,35,36
2,6,138,1,1,5,3,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,32,30,34,38
2,6,138,1,1,6,3,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,31,34,35,31
2,10,230,1,1,3,2,0,0,0,0,1,0,1,1,1,2,1,0,1,0,0,0,31,28,26,25
2,2,46,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,30,28,27
2,2,46,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,30,28,27
2,2,46,1,1,2,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,28,30,28,27
2,2,46,1,1,2,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,30,28,29,28
2,3,69,1,1,2,2,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,30,31,28,28
2,3,69,1,1,2,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,29,28,28,27
2,3,69,1,1,3,2,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,30,25,25,26
2,4,92,1,1,3,2,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,31,25,26,28
2,4,92,1,1,4,2,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,30,25,28,25
2,4,92,1,1,3,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,31,32,25,26
2,5,115,1,1,4,4,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,31,28,28,25
2,5,115,1,1,3,3,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,31,31,30,30
2,5,115,1,1,4,2,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,31,32,25,28
2,5,115,1,1,5,2,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,31,25,25,26
2,6,138,1,1,4,4,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,32,34,31,31
2,6,138,1,1,5,4,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,32,32,31,30
2,6,138,1,1,4,2,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,30,28,23,25
2,6,138,1,1,5,2,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,30,25,26,27
2,2,46,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,30,28,27
