2,10,230,1,1,3,2,1,0,0,0,1,0,1,1,1,2,1,0,1,0,0,0,31,28,26,25
2,2,46,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,30,28,27
2,2,46,1,1,2,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,28,30,28,27
2,2,46,1,1,2,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,30,28,29,28
2,3,69,1,1,2,2,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,30,31,28,28
2,3,69,1,1,2,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,29,28,28,27
2,3,69,1,1,3,2,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,30,25,25,26
2,4,92,1,1,3,2,1,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,31,25,26,28
2,4,92,1,1,4,2,1,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,30,25,28,25
2,4,92,1,1,3,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,31,32,25,26
2,5,115,1,1,4,4,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,31,28,28,25
2,5,115,1,1,3,3,1,0,0,0,1,0,0,1,1,2,1,0,1,0,0,0,31,31,30,30
2,5,115,1,1,4,2,1,0,0,0,1,0,0,1,1,2,1,0,1,0,0,0,31,32,25,28
2,5,115,1,1,5,2,1,0,0,0,1,0,0,1,1,2,1,0,1,0,0,0,31,25,25,26
2,6,138,1,1,4,4,1,0,0,0,1,0,0,1,1,2,1,0,1,0,0,0,32,34,31,31
2,6,138,1,1,5,4,1,0,0,0,1,0,0,1,1,2,1,0,1,0,0,0,32,32,31,30
2,6,138,1,1,4,2,1,0,0,0,1,0,0,1,1,2,1,0,1,0,0,0,30,28,23,25
2,6,138,1,1,5,2,1,0,0,0,1,0,0,1,1,2,1,0,1,0,0,0,30,25,26,27
